Order ID,Order Date,Order Time,Month,Month No,Quarter,Year,Day of Week,Week No,Customer ID,Customer Name,Customer Email,Customer Phone,Customer Age,Customer Gender,Customer Segment,Loyalty Tier,Account Age (Days),Shipping Country,Shipping State,Shipping City,Pincode,Product ID,Product Name,Brand,Main Category,Sub Category,SKU,Product Rating (Avg),Units Ordered,Unit Price (₹),Discount %,Coupon Code,Gross Amount (₹),Discount Amount (₹),Net Revenue (₹),COGS (₹),Gross Profit (₹),Profit Margin %,Shipping Method,Shipping Cost (₹),Warehouse Location,Estimated Delivery Days,Actual Delivery Days,On-Time Delivery,Delivery Status,Return Requested,Return Reason,Refund Amount (₹),Payment Method,Payment Status,EMI Months,Platform,Traffic Source,Campaign Name,Device Type,App/Web,Order Satisfaction,Review Score,Review Text Sentiment,Repeat Customer,Customer Lifetime Orders,Month_Year
EC-2022-04-002549,2022-04-19,18:12:48,April,4,Q2,2022,Tuesday,16,C54564,Nisha Rao,nisha.rao97@gmail.com,+91 7712824415,20,Female,Regular,Silver,124,India,West Bengal,Howrah,711101,P002,iPhone 15 Pro 256GB,Apple,Electronics,Smartphones,APL-IPH15P-256,4.8,5,134900,10,FLAT10,674500,67450,607050,303525,303525,50.0,Standard (5-7 days),0,Hyderabad WH,5,5,Yes,Delivered,No,,0,Credit Card,Paid,0,Myntra,App Notification,Push-Flash-Sale,Mobile,App,1.7,2,Positive,No,13,2022-04
EC-2023-11-002554,2023-11-11,16:33:21,November,11,Q4,2023,Saturday,45,C70277,Ananya Joshi,ananya.joshi80@yahoo.com,+91 7417968706,48,Female,New Customer,Bronze,1442,India,Telangana,Warangal,506001,P009,Lenovo IdeaPad Slim 5,Lenovo,Electronics,Laptops,LEN-IPS5-16,4.2,4,52990,0,NONE,211960,0,211960,105980,105980,50.0,Same Day,0,Chennai WH,1,1,Yes,Delivered,Yes,Defective Product,201362,Credit Card,Paid,0,Nykaa,Direct,Direct-Visit,Desktop,Web,1.4,2,Positive,Yes,6,2023-11
EC-2022-12-002559,2022-12-20,13:20:11,December,12,Q4,2022,Tuesday,51,C34697,Waqar Bajaj,waqar.bajaj20@gmail.com,+91 8142828247,53,Male,Regular,Bronze,564,India,West Bengal,Howrah,711101,P006,MacBook Air M2,Apple,Electronics,Laptops,APL-MBA-M2-8,4.8,1,114900,5,SAVE5,114900,5745,109155,58944,50211,46.0,Standard (5-7 days),0,Hyderabad WH,6,6,Yes,Delivered,No,,0,Credit Card,Paid,0,Company Website,Instagram Ads,IG-Reel-Shop,Tablet,App,2.2,2,Positive,No,2,2022-12
EC-2024-11-002563,2024-11-20,11:14:37,November,11,Q4,2024,Wednesday,47,C50215,Rohan Sharma,rohan.sharma86@gmail.com,+91 9417336916,56,Male,Regular,Bronze,286,India,Tamil Nadu,Madurai,625001,P001,iPhone 15 128GB,Apple,Electronics,Smartphones,APL-IPH15-128,4.7,4,79900,5,SAVE5,319600,15980,303620,157882,145738,48.0,Standard (5-7 days),0,Kolkata WH,5,6,No,Delivered,No,,0,Wallet,Paid,0,Amazon,Google Ads,GGL-PMax-2024,Mobile,App,1.6,2,Positive,Yes,4,2024-11
EC-2023-08-002566,2023-08-08,13:35:45,August,8,Q3,2023,Tuesday,32,C57157,Ananya Kumar,ananya.kumar58@gmail.com,+91 9707229985,47,Male,Regular,Bronze,1047,India,Delhi,Dwarka,110075,P003,Samsung Galaxy S24,Samsung,Electronics,Smartphones,SAM-S24-256,4.6,3,79999,15,FESTIVE15,239997,36000,203997,104038,99959,49.0,Express (2-3 days),0,Kolkata WH,2,2,Yes,Delivered,No,,0,Wallet,Paid,0,Myntra,Influencer,Influencer-Collab,Mobile,App,4.4,4,Negative,Yes,19,2023-08
EC-2023-09-002568,2023-09-22,18:43:10,September,9,Q3,2023,Friday,38,C25090,Om Krishnan,om.krishnan59@gmail.com,+91 7655000672,41,Female,Regular,Diamond,710,India,Tamil Nadu,Tiruchirappalli,620001,P002,iPhone 15 Pro 256GB,Apple,Electronics,Smartphones,APL-IPH15P-256,4.8,4,134900,15,FESTIVE15,539600,80940,458660,229330,229330,50.0,Express (2-3 days),0,Mumbai WH,3,3,Yes,Delivered,Yes,Late Delivery,435727,UPI,Paid,0,Amazon,Google Ads,GGL-PMax-2024,Mobile,App,2.2,3,Positive,No,12,2023-09
EC-2022-03-002570,2022-03-22,16:47:40,March,3,Q1,2022,Tuesday,12,C73017,Nikhil Malhotra,nikhil.malhotra16@yahoo.com,+91 9196919150,37,Male,Regular,Bronze,979,India,Uttar Pradesh,Kanpur,208001,P008,HP Spectre x360,HP,Electronics,Laptops,HP-SPX360-14,4.5,4,169900,5,SAVE5,679600,33980,645620,342179,303441,47.0,Express (2-3 days),0,Kolkata WH,3,3,Yes,Delivered,No,,0,UPI,Paid,0,Myntra,YouTube Ads,YT-Brand-Awareness,Desktop,Web,3.9,4,Positive,Yes,20,2022-03
EC-2022-07-002572,2022-07-25,20:39:54,July,7,Q3,2022,Monday,30,C37315,Ishaan Pillai,ishaan.pillai44@gmail.com,+91 8714127998,24,Female,VIP,Gold,962,India,Uttar Pradesh,Agra,282001,P011,"LG OLED 65""",LG,Electronics,Televisions,LG-OLED65-C3,4.8,1,249990,0,NONE,249990,0,249990,134995,114995,46.0,Standard (5-7 days),0,Bengaluru WH,7,7,Yes,Delivered,No,,0,UPI,Paid,0,BigBasket,Organic Search,SEO-Organic,Desktop,Web,2.7,3,Positive,Yes,4,2022-07
EC-2023-11-002578,2023-11-30,18:23:30,November,11,Q4,2023,Thursday,48,C13809,Siddharth Patel,siddharth.patel53@yahoo.com,+91 9746225687,61,Male,Premium,Bronze,1282,India,Gujarat,Rajkot,360001,P008,HP Spectre x360,HP,Electronics,Laptops,HP-SPX360-14,4.5,7,169900,10,FLAT10,1189300,118930,1070370,567296,503074,47.0,Standard (5-7 days),0,Delhi WH,7,7,Yes,Out for Delivery,No,,0,Wallet,Paid,0,Flipkart,Facebook Ads,FB-Retarget-Q4,Desktop,Web,4.6,4,Positive,No,7,2023-11
EC-2022-06-002582,2022-06-05,10:28:23,June,6,Q2,2022,Sunday,22,C71489,Suresh Nair,suresh.nair31@gmail.com,+91 7314816980,32,Male,New Customer,Bronze,120,India,Karnataka,Mysuru,570001,P013,"iPad Pro 12.9"" M2",Apple,Electronics,Tablets,APL-IPDP-M2-12,4.7,4,112900,10,FLAT10,451600,45160,406440,211349,195091,48.0,Next Day,0,Delhi WH,2,2,Yes,Delivered,No,,0,Wallet,Paid,0,Amazon,Instagram Ads,IG-Reel-Shop,Mobile,App,2.5,2,Positive,Yes,8,2022-06
EC-2024-12-002587,2024-12-20,15:20:14,December,12,Q4,2024,Friday,51,C62069,Suresh Mishra,suresh.mishra39@gmail.com,+91 7557369521,44,Female,Regular,Gold,1435,India,Telangana,Hyderabad,500001,P014,Samsung Tab S9+,Samsung,Electronics,Tablets,SAM-TABS9P,4.6,5,84999,5,SAVE5,424995,21250,403745,205910,197835,49.0,Express (2-3 days),0,Delhi WH,3,5,No,Delivered,No,,0,EMI,Paid,3,Flipkart,Google Ads,GGL-PMax-2024,Mobile,App,4.6,5,Neutral,Yes,12,2024-12
EC-2024-02-002588,2024-02-15,19:39:48,February,2,Q1,2024,Thursday,7,C73013,Nalini Nair,nalini.nair22@yahoo.com,+91 8696929248,54,Female,VIP,Gold,449,India,Karnataka,Mangaluru,575001,P014,Samsung Tab S9+,Samsung,Electronics,Tablets,SAM-TABS9P,4.6,1,84999,15,FESTIVE15,84999,12750,72249,36847,35402,49.0,Standard (5-7 days),0,Mumbai WH,7,7,Yes,Delivered,No,,0,UPI,Paid,0,Flipkart,Facebook Ads,FB-Retarget-Q4,Mobile,App,1.9,2,Neutral,No,12,2024-02
EC-2023-10-002595,2023-10-09,10:39:06,October,10,Q4,2023,Monday,41,C11330,Sakshi Patel,sakshi.patel44@gmail.com,+91 7132289405,23,Male,Premium,Platinum,372,India,Gujarat,Ahmedabad,380001,P005,Redmi Note 13 Pro,Xiaomi,Electronics,Smartphones,XMI-RN13P,4.3,2,24999,20,MEGA20,49998,10000,39998,17999,21999,55.0,Standard (5-7 days),0,Chennai WH,7,9,No,In Transit,No,,0,EMI,Paid,3,App,App Notification,Push-Flash-Sale,Desktop,Web,1.1,1,Positive,Yes,23,2023-10
EC-2023-08-002598,2023-08-05,18:11:32,August,8,Q3,2023,Saturday,31,C43882,Nisha Dubey,nisha.dubey99@yahoo.com,+91 8221417827,23,Female,New Customer,Silver,162,India,Tamil Nadu,Chennai,600001,P007,Dell XPS 15 i7,Dell,Electronics,Laptops,DEL-XPS15-I7,4.6,2,135000,5,SAVE5,270000,13500,256500,133380,123120,48.0,Free Shipping,0,Hyderabad WH,8,8,Yes,Delivered,No,,0,COD,Refunded,0,Flipkart,Organic Search,SEO-Organic,Mobile,App,2.7,3,Neutral,Yes,15,2023-08
EC-2024-03-002600,2024-03-19,20:43:42,March,3,Q1,2024,Tuesday,12,C60463,Siddharth Desai,siddharth.desai28@gmail.com,+91 8827474925,56,Male,New Customer,Gold,336,India,Gujarat,Surat,395001,P013,"iPad Pro 12.9"" M2",Apple,Electronics,Tablets,APL-IPDP-M2-12,4.7,4,112900,0,NONE,451600,0,451600,234832,216768,48.0,Next Day,0,Hyderabad WH,2,2,Yes,Delivered,No,,0,Debit Card,Paid,0,Amazon,Referral,Refer-Earn-50,Desktop,Web,1.7,2,Neutral,Yes,24,2024-03
EC-2024-12-002601,2024-12-13,13:36:59,December,12,Q4,2024,Friday,50,C36997,Suresh Trivedi,suresh.trivedi37@yahoo.com,+91 9782789179,31,Male,VIP,Gold,1024,India,West Bengal,Kolkata,700001,P011,"LG OLED 65""",LG,Electronics,Televisions,LG-OLED65-C3,4.8,4,249990,10,FLAT10,999960,99996,899964,485981,413983,46.0,Next Day,0,Kolkata WH,2,2,Yes,Delivered,No,,0,Net Banking,Paid,0,Ajio,Instagram Ads,IG-Reel-Shop,Desktop,Web,1.6,2,Positive,No,8,2024-12
EC-2023-06-002602,2023-06-22,15:41:21,June,6,Q2,2023,Thursday,25,C38802,Siddharth Chopra,siddharth.chopra41@yahoo.com,+91 9990138370,18,Male,Regular,Gold,212,India,Tamil Nadu,Coimbatore,641001,P005,Redmi Note 13 Pro,Xiaomi,Electronics,Smartphones,XMI-RN13P,4.3,2,24999,15,FESTIVE15,49998,7500,42498,19124,23374,55.0,Express (2-3 days),0,Hyderabad WH,2,2,Yes,Delivered,No,,0,UPI,Failed,0,Myntra,Facebook Ads,FB-Retarget-Q4,Mobile,App,1.3,2,Positive,No,6,2023-06
EC-2024-02-002608,2024-02-04,03:03:16,February,2,Q1,2024,Sunday,5,C32887,Ishaan Bose,ishaan.bose97@gmail.com,+91 8762715501,29,Male,Regular,Silver,1216,India,Telangana,Karimnagar,505001,P012,"Sony Bravia 43"" LED",Sony,Electronics,Televisions,SNY-BRV43,4.5,3,44990,5,SAVE5,134970,6748,128222,65393,62829,49.0,Free Shipping,0,Hyderabad WH,5,5,Yes,Delivered,No,,0,UPI,Paid,0,Meesho,Influencer,Influencer-Collab,Mobile,App,1.8,2,Positive,Yes,8,2024-02
EC-2023-07-002610,2023-07-04,08:58:37,July,7,Q3,2023,Tuesday,27,C69081,Suresh Trivedi,suresh.trivedi73@yahoo.com,+91 8610047191,36,Female,Premium,Silver,1022,India,Kerala,Kozhikode,673001,P006,MacBook Air M2,Apple,Electronics,Laptops,APL-MBA-M2-8,4.8,3,114900,20,MEGA20,344700,68940,275760,148910,126850,46.0,Express (2-3 days),0,Delhi WH,2,2,Yes,Delivered,No,,0,Debit Card,Paid,0,Flipkart,Email Campaign,Email-Winback,Desktop,Web,1.3,1,Positive,No,8,2023-07
EC-2024-11-002615,2024-11-22,08:33:49,November,11,Q4,2024,Friday,47,C51390,Shreya Desai,shreya.desai99@gmail.com,+91 8786099988,23,Male,Churned,Silver,684,India,Punjab,Amritsar,143001,P002,iPhone 15 Pro 256GB,Apple,Electronics,Smartphones,APL-IPH15P-256,4.8,5,134900,15,FESTIVE15,674500,101175,573325,286662,286663,50.0,Next Day,0,Mumbai WH,2,3,No,Delivered,No,,0,Debit Card,Paid,0,Myntra,App Notification,Push-Flash-Sale,Mobile,App,2.6,2,Positive,Yes,21,2024-11
EC-2024-02-002618,2024-02-14,15:11:56,February,2,Q1,2024,Wednesday,7,C29283,Varun Bajaj,varun.bajaj75@gmail.com,+91 8456077691,57,Male,New Customer,Platinum,1118,India,Rajasthan,Jodhpur,342001,P001,iPhone 15 128GB,Apple,Electronics,Smartphones,APL-IPH15-128,4.7,3,79900,0,NONE,239700,0,239700,124644,115056,48.0,Standard (5-7 days),0,Hyderabad WH,7,7,Yes,Delivered,No,,0,COD,Paid,0,Amazon,Email Campaign,Email-Winback,Desktop,Web,1.8,1,Neutral,No,22,2024-02
EC-2023-09-002626,2023-09-10,19:36:33,September,9,Q3,2023,Sunday,36,C35820,Tanvi Reddy,tanvi.reddy91@yahoo.com,+91 7201420253,39,Male,New Customer,Platinum,691,India,Rajasthan,Jaipur,302001,P013,"iPad Pro 12.9"" M2",Apple,Electronics,Tablets,APL-IPDP-M2-12,4.7,1,112900,5,SAVE5,112900,5645,107255,55773,51482,48.0,Express (2-3 days),0,Hyderabad WH,2,3,No,Delivered,Yes,Late Delivery,101892,Debit Card,Paid,0,Flipkart,App Notification,Push-Flash-Sale,Mobile,App,2.6,3,Positive,No,22,2023-09
EC-2023-05-002629,2023-05-20,10:25:18,May,5,Q2,2023,Saturday,20,C11959,Suresh Sinha,suresh.sinha28@gmail.com,+91 9465187096,53,Female,Churned,Bronze,1123,India,Andhra Pradesh,Visakhapatnam,530001,P007,Dell XPS 15 i7,Dell,Electronics,Laptops,DEL-XPS15-I7,4.6,5,135000,5,SAVE5,675000,33750,641250,333450,307800,48.0,Express (2-3 days),0,Mumbai WH,3,3,Yes,Delivered,No,,0,EMI,Paid,6,Meesho,Facebook Ads,FB-Retarget-Q4,Mobile,App,4.1,4,Positive,No,14,2023-05
EC-2024-03-002634,2024-03-23,22:40:17,March,3,Q1,2024,Saturday,12,C74532,Om Rao,om.rao41@gmail.com,+91 8109317592,40,Male,Churned,Silver,902,India,Karnataka,Bengaluru,560001,P007,Dell XPS 15 i7,Dell,Electronics,Laptops,DEL-XPS15-I7,4.6,1,135000,15,FESTIVE15,135000,20250,114750,59670,55080,48.0,Standard (5-7 days),0,Bengaluru WH,7,7,Yes,Delivered,Yes,Changed Mind,109012,Credit Card,Paid,0,Company Website,Referral,Refer-Earn-50,Mobile,App,4.0,4,Neutral,Yes,11,2024-03
EC-2022-11-002639,2022-11-02,11:41:06,November,11,Q4,2022,Wednesday,44,C61968,Nisha Gupta,nisha.gupta17@gmail.com,+91 8889492831,54,Male,Regular,Diamond,976,India,Tamil Nadu,Coimbatore,641001,P006,MacBook Air M2,Apple,Electronics,Laptops,APL-MBA-M2-8,4.8,7,114900,0,NONE,804300,0,804300,434322,369978,46.0,Express (2-3 days),0,Mumbai WH,3,4,No,Delivered,No,,0,UPI,Paid,0,App,Google Ads,GGL-PMax-2024,Mobile,App,3.2,3,Positive,No,1,2022-11
EC-2024-04-002641,2024-04-03,12:14:50,April,4,Q2,2024,Wednesday,14,C65230,Sneha Patel,sneha.patel79@gmail.com,+91 8040104446,25,Female,New Customer,Gold,1448,India,Rajasthan,Jaipur,302001,P008,HP Spectre x360,HP,Electronics,Laptops,HP-SPX360-14,4.5,3,169900,5,SAVE5,509700,25485,484215,256634,227581,47.0,Express (2-3 days),0,Mumbai WH,3,6,No,Delivered,No,,0,UPI,Paid,0,Myntra,Direct,Direct-Visit,Mobile,App,1.1,1,Neutral,Yes,16,2024-04
EC-2023-03-002645,2023-03-02,07:29:31,March,3,Q1,2023,Thursday,9,C49319,Amit Reddy,amit.reddy70@gmail.com,+91 9428477285,26,Female,Churned,Platinum,137,India,Punjab,Ludhiana,141001,P009,Lenovo IdeaPad Slim 5,Lenovo,Electronics,Laptops,LEN-IPS5-16,4.2,5,52990,5,SAVE5,264950,13248,251702,125851,125851,50.0,Free Shipping,0,Bengaluru WH,6,6,Yes,Delivered,No,,0,Debit Card,Paid,0,App,Referral,Refer-Earn-50,Mobile,App,4.2,4,Negative,Yes,15,2023-03
EC-2022-08-002655,2022-08-27,21:55:31,August,8,Q3,2022,Saturday,34,C52247,Mohan Saxena,mohan.saxena51@yahoo.com,+91 8107620969,26,Other,Churned,Silver,225,India,Kerala,Thiruvananthapuram,695001,P006,MacBook Air M2,Apple,Electronics,Laptops,APL-MBA-M2-8,4.8,3,114900,15,FESTIVE15,344700,51705,292995,158217,134778,46.0,Free Shipping,0,Kolkata WH,6,6,Yes,Delivered,Yes,Better Price Elsewhere,278345,Credit Card,Paid,0,Meesho,Influencer,Influencer-Collab,Mobile,App,2.1,2,Positive,Yes,4,2022-08
EC-2024-02-002664,2024-02-20,15:16:34,February,2,Q1,2024,Tuesday,8,C41246,Aarav Pandey,aarav.pandey65@gmail.com,+91 9565540056,54,Male,New Customer,Gold,524,India,Tamil Nadu,Madurai,625001,P001,iPhone 15 128GB,Apple,Electronics,Smartphones,APL-IPH15-128,4.7,4,79900,0,NONE,319600,0,319600,166192,153408,48.0,Standard (5-7 days),0,Kolkata WH,7,7,Yes,Delivered,No,,0,Credit Card,Paid,0,Amazon,Instagram Ads,IG-Reel-Shop,Mobile,App,3.0,3,Positive,Yes,15,2024-02
EC-2022-09-002670,2022-09-02,09:04:27,September,9,Q3,2022,Friday,35,C14464,Preeti Das,preeti.das15@gmail.com,+91 9787428115,32,Female,VIP,Bronze,466,India,Telangana,Warangal,506001,P010,"Samsung 55"" 4K QLED",Samsung,Electronics,Televisions,SAM-TV55-QLED,4.7,5,89990,0,NONE,449950,0,449950,238474,211476,47.0,Standard (5-7 days),0,Delhi WH,7,7,Yes,Delivered,No,,0,Buy Now Pay Later,Paid,0,Meesho,Organic Search,SEO-Organic,Mobile,App,3.0,3,Positive,No,18,2022-09
EC-2024-11-002671,2024-11-12,10:49:48,November,11,Q4,2024,Tuesday,46,C56360,Rahul Iyer,rahul.iyer92@yahoo.com,+91 8905190328,52,Male,New Customer,Platinum,212,India,Telangana,Karimnagar,505001,P006,MacBook Air M2,Apple,Electronics,Laptops,APL-MBA-M2-8,4.8,4,114900,5,SAVE5,459600,22980,436620,235775,200845,46.0,Standard (5-7 days),0,Chennai WH,6,7,No,Delivered,No,,0,Debit Card,Paid,0,Company Website,Referral,Refer-Earn-50,Mobile,App,3.9,4,Neutral,Yes,18,2024-11
EC-2024-10-002674,2024-10-28,05:15:30,October,10,Q4,2024,Monday,44,C19147,Waqar Singh,waqar.singh29@gmail.com,+91 9830646547,65,Female,New Customer,Silver,625,India,West Bengal,Durgapur,713201,P008,HP Spectre x360,HP,Electronics,Laptops,HP-SPX360-14,4.5,1,169900,10,FLAT10,169900,16990,152910,81042,71868,47.0,Express (2-3 days),0,Mumbai WH,2,2,Yes,Delivered,No,,0,Debit Card,Paid,0,Amazon,Google Ads,GGL-PMax-2024,Desktop,Web,1.5,1,Positive,Yes,18,2024-10
EC-2023-09-002676,2023-09-24,15:47:49,September,9,Q3,2023,Sunday,38,C20149,Uma Das,uma.das58@yahoo.com,+91 8607305151,48,Male,Premium,Bronze,919,India,Delhi,New Delhi,110001,P011,"LG OLED 65""",LG,Electronics,Televisions,LG-OLED65-C3,4.8,4,249990,20,MEGA20,999960,199992,799968,431983,367985,46.0,Free Shipping,0,Chennai WH,6,7,No,Delivered,No,,0,Credit Card,Pending,0,Flipkart,Google Ads,GGL-PMax-2024,Desktop,Web,4.4,5,Neutral,Yes,5,2023-09
EC-2024-12-002679,2024-12-08,10:19:29,December,12,Q4,2024,Sunday,49,C23564,Ishaan Chatterjee,ishaan.chatterjee52@gmail.com,+91 9929736322,44,Female,VIP,Gold,1275,India,Karnataka,Hubli,580020,P007,Dell XPS 15 i7,Dell,Electronics,Laptops,DEL-XPS15-I7,4.6,7,135000,10,FLAT10,945000,94500,850500,442260,408240,48.0,Express (2-3 days),0,Delhi WH,3,4,No,Delivered,No,,0,UPI,Paid,0,Amazon,Direct,Direct-Visit,Mobile,App,3.8,4,Positive,No,5,2024-12
EC-2024-12-002682,2024-12-31,11:53:07,December,12,Q4,2024,Tuesday,1,C73655,Aditi Dubey,aditi.dubey18@yahoo.com,+91 8178287929,63,Female,Regular,Silver,863,India,Andhra Pradesh,Visakhapatnam,530001,P009,Lenovo IdeaPad Slim 5,Lenovo,Electronics,Laptops,LEN-IPS5-16,4.2,2,52990,15,FESTIVE15,105980,15897,90083,45042,45041,50.0,Same Day,0,Hyderabad WH,1,2,No,Delivered,No,,0,UPI,Paid,0,Company Website,Instagram Ads,IG-Reel-Shop,Desktop,Web,2.7,2,Positive,Yes,16,2024-12
EC-2023-11-002685,2023-11-22,18:47:50,November,11,Q4,2023,Wednesday,47,C37849,Om Malhotra,om.malhotra16@gmail.com,+91 9843396563,55,Male,New Customer,Diamond,1447,India,Gujarat,Ahmedabad,380001,P008,HP Spectre x360,HP,Electronics,Laptops,HP-SPX360-14,4.5,5,169900,0,NONE,849500,0,849500,450235,399265,47.0,Next Day,0,Kolkata WH,2,3,No,Delivered,No,,0,Credit Card,Paid,0,Myntra,App Notification,Push-Flash-Sale,Desktop,Web,4.5,5,Neutral,No,14,2023-11
EC-2023-08-002687,2023-08-12,19:51:33,August,8,Q3,2023,Saturday,32,C56611,Siddharth Rao,siddharth.rao76@gmail.com,+91 7005300422,33,Female,VIP,Platinum,492,India,Kerala,Kochi,682001,P004,OnePlus 12 256GB,OnePlus,Electronics,Smartphones,OP-12-256,4.5,5,64999,10,FLAT10,324995,32500,292495,146248,146247,50.0,Same Day,0,Mumbai WH,1,3,No,Delivered,No,,0,EMI,Paid,12,Flipkart,YouTube Ads,YT-Brand-Awareness,Tablet,App,4.6,5,Negative,Yes,21,2023-08
EC-2023-12-002688,2023-12-15,17:54:38,December,12,Q4,2023,Friday,50,C33454,Meera Kumar,meera.kumar75@yahoo.com,+91 9744879702,24,Male,Regular,Bronze,680,India,Rajasthan,Jaipur,302001,P009,Lenovo IdeaPad Slim 5,Lenovo,Electronics,Laptops,LEN-IPS5-16,4.2,1,52990,10,FLAT10,52990,5299,47691,23846,23845,50.0,Free Shipping,0,Delhi WH,7,8,No,Delivered,No,,0,Credit Card,Paid,0,Amazon,App Notification,Push-Flash-Sale,Desktop,Web,3.7,4,Positive,Yes,5,2023-12
EC-2023-06-002690,2023-06-08,22:37:00,June,6,Q2,2023,Thursday,23,C74744,Raghu Chopra,raghu.chopra86@gmail.com,+91 7666116084,40,Male,Churned,Bronze,1057,India,Telangana,Warangal,506001,P012,"Sony Bravia 43"" LED",Sony,Electronics,Televisions,SNY-BRV43,4.5,4,44990,10,FLAT10,179960,17996,161964,82602,79362,49.0,Free Shipping,0,Kolkata WH,8,9,No,Delivered,No,,0,Debit Card,Paid,0,Amazon,Instagram Ads,IG-Reel-Shop,Mobile,App,3.0,3,Neutral,No,4,2023-06
EC-2022-05-002693,2022-05-24,19:55:43,May,5,Q2,2022,Tuesday,21,C62376,Lakshmi Sinha,lakshmi.sinha81@gmail.com,+91 7299040572,41,Female,Regular,Platinum,951,India,Karnataka,Hubli,580020,P013,"iPad Pro 12.9"" M2",Apple,Electronics,Tablets,APL-IPDP-M2-12,4.7,4,112900,10,FLAT10,451600,45160,406440,211349,195091,48.0,Express (2-3 days),0,Kolkata WH,3,3,Yes,Delivered,No,,0,UPI,Paid,0,Flipkart,YouTube Ads,YT-Brand-Awareness,Desktop,Web,4.6,5,Positive,No,11,2022-05
EC-2023-05-002695,2023-05-10,18:37:02,May,5,Q2,2023,Wednesday,19,C78988,Sneha Bajaj,sneha.bajaj68@yahoo.com,+91 7793755752,44,Male,VIP,Gold,777,India,Tamil Nadu,Tiruchirappalli,620001,P002,iPhone 15 Pro 256GB,Apple,Electronics,Smartphones,APL-IPH15P-256,4.8,3,134900,10,FLAT10,404700,40470,364230,182115,182115,50.0,Free Shipping,0,Bengaluru WH,5,5,Yes,Delivered,No,,0,Credit Card,Paid,0,Amazon,Email Campaign,Email-Winback,Mobile,App,1.0,1,Positive,Yes,5,2023-05
EC-2022-08-002697,2022-08-07,19:50:55,August,8,Q3,2022,Sunday,31,C78260,Pooja Gupta,pooja.gupta59@gmail.com,+91 7941960617,20,Male,New Customer,Silver,389,India,Tamil Nadu,Madurai,625001,P008,HP Spectre x360,HP,Electronics,Laptops,HP-SPX360-14,4.5,2,169900,15,FESTIVE15,339800,50970,288830,153080,135750,47.0,Next Day,0,Mumbai WH,1,1,Yes,Delivered,No,,0,Debit Card,Paid,0,Meesho,Organic Search,SEO-Organic,Desktop,Web,1.1,1,Positive,Yes,3,2022-08
EC-2024-12-002701,2024-12-04,23:09:33,December,12,Q4,2024,Wednesday,49,C67183,Pooja Mukherjee,pooja.mukherjee31@gmail.com,+91 9472851013,25,Female,New Customer,Gold,1247,India,Andhra Pradesh,Guntur,522001,P014,Samsung Tab S9+,Samsung,Electronics,Tablets,SAM-TABS9P,4.6,5,84999,20,MEGA20,424995,84999,339996,173398,166598,49.0,Same Day,0,Mumbai WH,1,1,Yes,Delivered,No,,0,UPI,Paid,0,Amazon,Organic Search,SEO-Organic,Mobile,App,2.1,3,Positive,No,19,2024-12
EC-2023-11-002710,2023-11-29,08:30:27,November,11,Q4,2023,Wednesday,48,C79575,Vijay Verma,vijay.verma80@yahoo.com,+91 8726914638,41,Male,New Customer,Bronze,417,India,Gujarat,Ahmedabad,380001,P006,MacBook Air M2,Apple,Electronics,Laptops,APL-MBA-M2-8,4.8,1,114900,20,MEGA20,114900,22980,91920,49637,42283,46.0,Express (2-3 days),0,Bengaluru WH,3,3,Yes,Delivered,No,,0,Credit Card,Paid,0,Amazon,Direct,Direct-Visit,Desktop,Web,4.1,4,Neutral,Yes,5,2023-11
EC-2024-04-002712,2024-04-02,13:06:50,April,4,Q2,2024,Tuesday,14,C22930,Riya Sinha,riya.sinha39@gmail.com,+91 8624392544,59,Female,VIP,Silver,446,India,Punjab,Amritsar,143001,P006,MacBook Air M2,Apple,Electronics,Laptops,APL-MBA-M2-8,4.8,3,114900,15,FESTIVE15,344700,51705,292995,158217,134778,46.0,Standard (5-7 days),0,Delhi WH,5,5,Yes,Delivered,No,,0,UPI,Paid,0,Myntra,Instagram Ads,IG-Reel-Shop,Desktop,Web,2.6,3,Positive,No,15,2024-04
EC-2024-12-002717,2024-12-18,17:48:02,December,12,Q4,2024,Wednesday,51,C69855,Kriti Rao,kriti.rao94@gmail.com,+91 8726611274,34,Female,Regular,Gold,846,India,West Bengal,Durgapur,713201,P001,iPhone 15 128GB,Apple,Electronics,Smartphones,APL-IPH15-128,4.7,2,79900,10,FLAT10,159800,15980,143820,74786,69034,48.0,Express (2-3 days),0,Delhi WH,3,5,No,Delivered,No,,0,COD,Paid,0,Myntra,Organic Search,SEO-Organic,Tablet,App,4.4,4,Positive,Yes,10,2024-12
EC-2022-12-002722,2022-12-18,11:18:26,December,12,Q4,2022,Sunday,50,C38694,Zara Das,zara.das33@gmail.com,+91 8067649238,22,Female,Regular,Bronze,710,India,Karnataka,Bengaluru,560001,P014,Samsung Tab S9+,Samsung,Electronics,Tablets,SAM-TABS9P,4.6,4,84999,10,FLAT10,339996,34000,305996,156058,149938,49.0,Free Shipping,0,Chennai WH,5,5,Yes,Delivered,No,,0,Credit Card,Pending,0,App,App Notification,Push-Flash-Sale,Mobile,App,4.4,5,Positive,Yes,19,2022-12
